Date,ep ratio
1894-03-01,5.21
1894-02-01,5.55
1894-01-01,5.83
1893-12-01,5.9
1893-11-01,5.89
1893-10-01,6.18
1893-09-01,6.58
1893-08-01,7.27
1893-07-01,7.32
1893-06-01,6.83
1893-05-01,6.7
1893-04-01,6.28
1893-03-01,6.45
1893-02-01,6.38
1893-01-01,6.43
1892-12-01,6.72
1892-11-01,6.6
1892-10-01,6.53
1892-09-01,6.61
1892-08-01,6.41
1892-07-01,6.45
1892-06-01,6.41
1892-05-01,6.33
1892-04-01,6.28
1892-03-01,6.23
1892-02-01,6.25
1892-01-01,6.22
1891-12-01,6.28
1891-11-01,6.4
1891-10-01,6.22
1891-09-01,6.14
1891-08-01,6.56
1891-07-01,6.69
1891-06-01,6.49
1891-05-01,6.28
1891-04-01,6.17
1891-03-01,6.29
1891-02-01,6.09
1891-01-01,6.08
1890-12-01,6.3
1890-11-01,6.17
1890-10-01,5.74
1890-09-01,5.5
1890-08-01,5.42
1890-07-01,5.31
1890-06-01,5.29
1890-05-01,5.26
1890-04-01,5.5
1890-03-01,5.63
1890-02-01,5.61
1890-01-01,5.56
1889-12-01,5.64
1889-11-01,5.55
1889-10-01,5.43
1889-09-01,5.27
1889-08-01,5.34
1889-07-01,5.35
1889-06-01,5.18
1889-05-01,5.2
1889-04-01,5.28
1889-03-01,5.2
1889-02-01,5.03
1889-01-01,5.02
1888-12-01,5.06
1888-11-01,5.12
1888-10-01,5.17
1888-09-01,5.3
1888-08-01,5.59
1888-07-01,5.87
1888-06-01,6.19
1888-05-01,6.16
1888-04-01,6.41
1888-03-01,6.59
1888-02-01,6.5
1888-01-01,6.62
1887-12-01,6.83
1887-11-01,6.75
1887-10-01,6.83
1887-09-01,6.55
1887-08-01,6.42
1887-07-01,6.22
1887-06-01,6.02
1887-05-01,5.81
1887-04-01,5.86
1887-03-01,5.95
1887-02-01,6.05
1887-01-01,5.96
1886-12-01,5.85
1886-11-01,5.61
1886-10-01,5.66
1886-09-01,5.72
1886-08-01,5.77
1886-07-01,5.72
1886-06-01,5.71
1886-05-01,5.88
1886-04-01,5.66
1886-03-01,5.49
1886-02-01,5.28
1886-01-01,5.29
1885-12-01,5.19
1885-11-01,5.22
1885-10-01,5.62
1885-09-01,6.02
1885-08-01,6.01
1885-07-01,6.43
1885-06-01,6.74
1885-05-01,6.79
1885-04-01,6.79
1885-03-01,6.85
1885-02-01,6.94
1885-01-01,7.23
1884-12-01,7.14
1884-11-01,7.3
1884-10-01,7.32
1884-09-01,7.24
1884-08-01,7.17
1884-07-01,7.79
1884-06-01,7.96
1884-05-01,7.8
1884-04-01,7.31
1884-03-01,7.12
1884-02-01,7.24
1884-01-01,7.58
1883-12-01,7.49
1883-11-01,7.37
1883-10-01,7.53
1883-09-01,7.37
1883-08-01,7.5
1883-07-01,7.2
1883-06-01,7.13
1883-05-01,7.24
1883-04-01,7.16
1883-03-01,7.35
1883-02-01,7.48
1883-01-01,7.36
1882-12-01,7.36
1882-11-01,7.41
1882-10-01,7.11
1882-09-01,6.93
1882-08-01,7.01
1882-07-01,7.24
1882-06-01,7.66
1882-05-01,7.63
1882-04-01,7.56
1882-03-01,7.57
1882-02-01,7.57
1882-01-01,7.42
1881-12-01,7.32
1881-11-01,7.18
1881-10-01,7.29
1881-09-01,7.24
1881-08-01,7.37
1881-07-01,7.26
1881-06-01,7.07
1881-05-01,7.22
1881-04-01,7.61
1881-03-01,7.65
1881-02-01,7.81
1881-01-01,7.85
1880-12-01,8.39
1880-11-01,8.57
1880-10-01,8.85
1880-09-01,8.93
1880-08-01,8.73
1880-07-01,8.87
1880-06-01,9.08
1880-05-01,8.93
1880-04-01,8.04
1880-03-01,7.69
1880-02-01,7.66
1880-01-01,7.62
1879-12-01,7.72
1879-11-01,7.59
1879-10-01,7.87
1879-09-01,8.59
1879-08-01,8.76
1879-07-01,8.68
1879-06-01,8.71
1879-05-01,8.61
1879-04-01,8.84
1879-03-01,8.97
1879-02-01,8.67
1879-01-01,8.82
1878-12-01,8.99
1878-11-01,8.91
1878-10-01,8.86
1878-09-01,8.74
1878-08-01,8.89
1878-07-01,8.79
1878-06-01,8.94
1878-05-01,9.11
1878-04-01,9.11
1878-03-01,9.34
1878-02-01,9.49
1878-01-01,9.26
1877-12-01,9.23
1877-11-01,9.15
1877-10-01,8.96
1877-09-01,9.1
1877-08-01,9.62
1877-07-01,10.24
1877-06-01,10.62
1877-05-01,9.81
1877-04-01,9.75
1877-03-01,8.99
1877-02-01,8.48
1877-01-01,7.94
1876-12-01,7.82
1876-11-01,7.96
1876-10-01,7.99
1876-09-01,8.13
1876-08-01,7.8
1876-07-01,7.64
1876-06-01,7.71
1876-05-01,7.82
1876-04-01,7.68
1876-03-01,7.54
1876-02-01,7.67
1876-01-01,7.92
1875-12-01,8.24
1875-11-01,8.43
1875-10-01,8.76
1875-09-01,8.81
1875-08-01,8.92
1875-07-01,9.15
1875-06-01,9.36
1875-05-01,9.36
1875-04-01,9.18
1875-03-01,9.48
1875-02-01,9.79
1875-01-01,9.95
1874-12-01,10.13
1874-11-01,10.07
1874-10-01,10.15
1874-09-01,10.13
1874-08-01,10.29
1874-07-01,10.31
1874-06-01,10.31
1874-05-01,10.27
1874-04-01,10
1874-03-01,9.73
1874-02-01,9.58
1874-01-01,9.87
1873-12-01,10.41
1873-11-01,11.32
1873-10-01,10.86
1873-09-01,9.86
1873-08-01,9.05
1873-07-01,9
1873-06-01,8.94
1873-05-01,8.76
1873-04-01,8.73
1873-03-01,8.56
1873-02-01,8.45
1873-01-01,8.46
1872-12-01,8.48
1872-11-01,8.64
1872-10-01,8.55
1872-09-01,8.54
1872-08-01,8.33
1872-07-01,8.19
1872-06-01,8.09
1872-05-01,7.96
1872-04-01,7.92
1872-03-01,8.09
1872-02-01,8.3
1872-01-01,8.28
1871-12-01,8.44
1871-11-01,8.62
1871-10-01,8.71
1871-09-01,8.26
1871-08-01,8.35
1871-07-01,8.46
1871-06-01,8.3
1871-05-01,8.23
1871-04-01,8.44
1871-03-01,8.68
1871-02-01,8.89
1871-01-01,9.01
