Date,Month,Day ,Year,SP 500 Index,,Date on Return,SP 500_Return,,
12/31/1999,12,31,1999,1469.25,,1/1/2000,-5.090352221,,
1/31/2000,1,31,2000,1394.46,,2/1/2000,-2.010814222,,
2/29/2000,2,29,2000,1366.42,,3/1/2000,9.671989579,,
3/31/2000,3,31,2000,1498.58,,4/1/2000,-3.079582004,,
4/30/2000,4,30,2000,1452.43,,5/1/2000,-2.191499762,,
5/31/2000,5,31,2000,1420.6,,6/1/2000,2.39335492,,
6/30/2000,6,30,2000,1454.6,,7/1/2000,-1.63412622,,
7/31/2000,7,31,2000,1430.83,,8/1/2000,6.069903483,,
8/31/2000,8,31,2000,1517.68,,9/1/2000,-5.348294766,,
9/30/2000,9,30,2000,1436.51,,10/1/2000,-0.494949565,,
10/31/2000,10,31,2000,1429.4,,11/1/2000,-8.006856024,,
11/30/2000,11,30,2000,1314.95,,12/1/2000,0.405338606,,
12/31/2000,12,31,2000,1320.28,,1/1/2001,3.463659224,,
1/31/2001,1,31,2001,1366.01,,2/1/2001,-9.229068601,,
2/28/2001,2,28,2001,1239.94,,3/1/2001,-6.420471958,,
3/31/2001,3,31,2001,1160.33,,4/1/2001,7.681435454,,
4/30/2001,4,30,2001,1249.46,,5/1/2001,0.509019897,,
5/31/2001,5,31,2001,1255.82,,6/1/2001,-2.500358332,,
6/30/2001,6,30,2001,1224.42,,7/1/2001,-1.077244736,,
7/31/2001,7,31,2001,1211.23,,8/1/2001,-6.410838569,,
8/31/2001,8,31,2001,1133.58,,9/1/2001,-8.172338962,,
9/30/2001,9,30,2001,1040.94,,10/1/2001,1.809902588,,
10/31/2001,10,31,2001,1059.78,,11/1/2001,7.517597992,,
11/30/2001,11,30,2001,1139.45,,12/1/2001,0.757382948,,
12/31/2001,12,31,2001,1148.08,,1/1/2002,-1.557382761,,
1/31/2002,1,31,2002,1130.2,,2/1/2002,-2.076623606,,
2/28/2002,2,28,2002,1106.73,,3/1/2002,3.673886133,,
3/31/2002,3,31,2002,1147.39,,4/1/2002,-6.141765224,,
4/30/2002,4,30,2002,1076.92,,5/1/2002,-0.908145452,,
5/31/2002,5,31,2002,1067.14,,6/1/2002,-7.246471878,,
6/30/2002,6,30,2002,989.81,,7/1/2002,-7.899495863,,
7/31/2002,7,31,2002,911.62,,8/1/2002,0.488141989,,
8/31/2002,8,31,2002,916.07,,9/1/2002,-11.00243431,,
9/30/2002,9,30,2002,815.28,,10/1/2002,8.64488274,,
10/31/2002,10,31,2002,885.76,,11/1/2002,5.706963512,,
11/30/2002,11,30,2002,936.31,,12/1/2002,-6.033258216,,
12/31/2002,12,31,2002,879.82,,1/1/2003,-2.741469846,,
1/31/2003,1,31,2003,855.7,,2/1/2003,-1.700362276,,
2/28/2003,2,28,2003,841.15,,3/1/2003,0.835760566,,
3/31/2003,3,31,2003,848.18,,4/1/2003,8.104411799,,
4/30/2003,4,30,2003,916.92,,5/1/2003,5.089866073,,
5/31/2003,5,31,2003,963.59,,6/1/2003,1.132224286,,
6/30/2003,6,30,2003,974.5,,7/1/2003,1.622370446,,
7/31/2003,7,31,2003,990.31,,8/1/2003,1.787319122,,
8/31/2003,8,31,2003,1008.01,,9/1/2003,-1.194432595,,
9/30/2003,9,30,2003,995.97,,10/1/2003,5.496149482,,
10/31/2003,10,31,2003,1050.71,,11/1/2003,0.71285131,,
11/30/2003,11,30,2003,1058.2,,12/1/2003,5.076545077,,
12/31/2003,12,31,2003,1111.92,,1/1/2004,1.727642276,,
1/31/2004,1,31,2004,1131.13,,2/1/2004,1.220902991,,
2/29/2004,2,29,2004,1144.94,,3/1/2004,-1.635893584,,
3/31/2004,3,31,2004,1126.21,,4/1/2004,-1.679082942,,
4/30/2004,4,30,2004,1107.3,,5/1/2004,1.208344622,,
5/31/2004,5,31,2004,1120.68,,6/1/2004,1.798907806,,
6/30/2004,6,30,2004,1140.84,,7/1/2004,-3.429052277,,
7/31/2004,7,31,2004,1101.72,,8/1/2004,0.228733253,,
8/31/2004,8,31,2004,1104.24,,9/1/2004,0.93639064,,
9/30/2004,9,30,2004,1114.58,,10/1/2004,1.401424752,,
10/31/2004,10,31,2004,1130.2,,11/1/2004,3.859493895,,
11/30/2004,11,30,2004,1173.82,,12/1/2004,3.245812816,,
12/31/2004,12,31,2004,1211.92,,1/1/2005,-2.529044821,,
1/31/2005,1,31,2005,1181.27,,2/1/2005,1.890338365,,
2/28/2005,2,28,2005,1203.6,,3/1/2005,-1.911764706,,
3/31/2005,3,31,2005,1180.59,,4/1/2005,-2.010858977,,
4/30/2005,4,30,2005,1156.85,,5/1/2005,2.99520249,,
5/31/2005,5,31,2005,1191.5,,6/1/2005,-0.01426773,,
6/30/2005,6,30,2005,1191.33,,7/1/2005,3.59682036,,
7/31/2005,7,31,2005,1234.18,,8/1/2005,-1.122202596,,
8/31/2005,8,31,2005,1220.33,,9/1/2005,0.694894004,,
9/30/2005,9,30,2005,1228.81,,10/1/2005,-1.774074104,,
10/31/2005,10,31,2005,1207.01,,11/1/2005,3.518612108,,
11/30/2005,11,30,2005,1249.48,,12/1/2005,-0.09523962,,
12/31/2005,12,31,2005,1248.29,,1/1/2006,2.546683864,,
1/31/2006,1,31,2006,1280.08,,2/1/2006,0.045309668,,
2/28/2006,2,28,2006,1280.66,,3/1/2006,1.106460731,,
3/31/2006,3,31,2006,1294.83,,4/1/2006,1.218692801,,
4/30/2006,4,30,2006,1310.61,,5/1/2006,-3.091690129,,
5/31/2006,5,31,2006,1270.09,,6/1/2006,0.008660804,,
6/30/2006,6,30,2006,1270.2,,7/1/2006,0.508581326,,
7/31/2006,7,31,2006,1276.66,,8/1/2006,2.127426253,,
8/31/2006,8,31,2006,1303.82,,9/1/2006,2.456627449,,
9/30/2006,9,30,2006,1335.85,,10/1/2006,3.15080286,,
10/31/2006,10,31,2006,1377.94,,11/1/2006,1.646660958,,
11/30/2006,11,30,2006,1400.63,,12/1/2006,1.261575148,,
12/31/2006,12,31,2006,1418.3,,1/1/2007,1.405908482,,
1/31/2007,1,31,2007,1438.24,,2/1/2007,-2.184614529,,
2/28/2007,2,28,2007,1406.82,,3/1/2007,0.997995479,,
3/31/2007,3,31,2007,1420.86,,4/1/2007,4.329068311,,
4/30/2007,4,30,2007,1482.37,,5/1/2007,3.25492286,,
5/31/2007,5,31,2007,1530.62,,6/1/2007,-1.781630973,,
6/30/2007,6,30,2007,1503.35,,7/1/2007,-3.198190707,,
7/31/2007,7,31,2007,1455.27,,8/1/2007,1.286359232,,
8/31/2007,8,31,2007,1473.99,,9/1/2007,3.579400132,,
9/30/2007,9,30,2007,1526.75,,10/1/2007,1.482233503,,
10/31/2007,10,31,2007,1549.38,,11/1/2007,-4.404342382,,
11/30/2007,11,30,2007,1481.14,,12/1/2007,-0.862848887,,
12/31/2007,12,31,2007,1468.36,,1/1/2008,-6.11634749,,
1/31/2008,1,31,2008,1378.55,,2/1/2008,-3.476116209,,
2/29/2008,2,29,2008,1330.63,,3/1/2008,-0.595958305,,
3/31/2008,3,31,2008,1322.7,,4/1/2008,4.754668481,,
4/30/2008,4,30,2008,1385.59,,5/1/2008,1.067415325,,
5/31/2008,5,31,2008,1400.38,,6/1/2008,-8.596238164,,
6/30/2008,6,30,2008,1280,,7/1/2008,-0.9859375,,
7/31/2008,7,31,2008,1267.38,,8/1/2008,1.219050324,,
8/31/2008,8,31,2008,1282.83,,9/1/2008,-9.079145327,,
9/30/2008,9,30,2008,1166.36,,10/1/2008,-16.94245344,,
10/31/2008,10,31,2008,968.75,,11/1/2008,-7.484903226,,
11/30/2008,11,30,2008,896.24,,12/1/2008,0.782156565,,
12/31/2008,12,31,2008,903.25,,1/1/2009,-8.565734846,,
1/31/2009,1,31,2009,825.88,,2/1/2009,-10.99312249,,
2/28/2009,2,28,2009,735.09,,3/1/2009,8.540450829,,
3/31/2009,3,31,2009,797.87,,4/1/2009,9.392507551,,
4/30/2009,4,30,2009,872.81,,5/1/2009,5.308142666,,
5/31/2009,5,31,2009,919.14,,6/1/2009,0.019583524,,
6/30/2009,6,30,2009,919.32,,7/1/2009,7.414175695,,
7/31/2009,7,31,2009,987.48,,8/1/2009,3.356017337,,
8/31/2009,8,31,2009,1020.62,,9/1/2009,3.572338383,,
9/30/2009,9,30,2009,1057.08,,10/1/2009,-1.976198585,,
10/31/2009,10,31,2009,1036.19,,11/1/2009,5.736399695,,
11/30/2009,11,30,2009,1095.63,,12/1/2009,1.777059774,,
12/31/2009,12,31,2009,1115.1,,1/1/2010,-3.69742624,,
1/31/2010,1,31,2010,1073.87,,2/1/2010,2.851369346,,
2/28/2010,2,28,2010,1104.49,,3/1/2010,5.879636755,,
3/31/2010,3,31,2010,1169.43,,4/1/2010,1.475932719,,
4/30/2010,4,30,2010,1186.69,,5/1/2010,-8.19759162,,
5/31/2010,5,31,2010,1089.41,,6/1/2010,-5.38823767,,
6/30/2010,6,30,2010,1030.71,,7/1/2010,6.877783276,,
7/31/2010,7,31,2010,1101.6,,8/1/2010,-4.744916485,,
8/31/2010,8,31,2010,1049.33,,9/1/2010,8.755110404,,
9/30/2010,9,30,2010,1141.2,,10/1/2010,3.685594111,,
10/31/2010,10,31,2010,1183.26,,11/1/2010,-0.229028278,,
11/30/2010,11,30,2010,1180.55,,12/1/2010,6.5300072,,
12/31/2010,12,31,2010,1257.64,,1/1/2011,2.264559015,,
1/31/2011,1,31,2011,1286.12,,2/1/2011,3.195658259,,
2/28/2011,2,28,2011,1327.22,,3/1/2011,-0.104730188,,
3/31/2011,3,31,2011,1325.83,,4/1/2011,2.849535763,,
4/30/2011,4,30,2011,1363.61,,5/1/2011,-1.350092768,,
5/31/2011,5,31,2011,1345.2,,6/1/2011,-1.825750818,,
6/30/2011,6,30,2011,1320.64,,7/1/2011,-2.147443664,,
7/31/2011,7,31,2011,1292.28,,8/1/2011,-5.67910979,,
8/31/2011,8,31,2011,1218.89,,9/1/2011,-7.176201298,,
9/30/2011,9,30,2011,1131.42,,10/1/2011,10.77230383,,
10/31/2011,10,31,2011,1253.3,,11/1/2011,-0.505864518,,
11/30/2011,11,30,2011,1246.96,,12/1/2011,0.853275165,,
12/31/2011,12,31,2011,1257.6,,1/1/2012,4.358301527,,
1/31/2012,1,31,2012,1312.41,,2/1/2012,4.058944994,,
2/29/2012,2,29,2012,1365.68,,3/1/2012,3.133237655,,
3/31/2012,3,31,2012,1408.47,,4/1/2012,-0.749749728,,
4/30/2012,4,30,2012,1397.91,,5/1/2012,-6.265067136,,
5/31/2012,5,31,2012,1310.33,,6/1/2012,3.955492128,,
6/30/2012,6,30,2012,1362.16,,7/1/2012,1.259763904,,
7/31/2012,7,31,2012,1379.32,,8/1/2012,1.976336166,,
8/31/2012,8,31,2012,1406.58,,9/1/2012,2.423609038,,
9/30/2012,9,30,2012,1440.67,,10/1/2012,-1.978940354,,
10/31/2012,10,31,2012,1412.16,,11/1/2012,0.284670292,,
11/30/2012,11,30,2012,1416.18,,12/1/2012,0.706831053,,
12/31/2012,12,31,2012,1426.19,,1/1/2013,5.042806358,,
1/31/2013,1,31,2013,1498.11,,2/1/2013,1.106060303,,
2/28/2013,2,28,2013,1514.68,,3/1/2013,3.59877994,,
3/31/2013,3,31,2013,1569.19,,4/1/2013,1.808576399,,
4/30/2013,4,30,2013,1597.57,,5/1/2013,2.076278348,,
5/31/2013,5,31,2013,1630.74,,6/1/2013,-1.499932546,,
6/30/2013,6,30,2013,1606.28,,7/1/2013,4.946211121,,
7/31/2013,7,31,2013,1685.73,,8/1/2013,-3.129801332,,
8/31/2013,8,31,2013,1632.97,,9/1/2013,2.974947488,,
9/30/2013,9,30,2013,1681.55,,10/1/2013,4.459575986,,
10/31/2013,10,31,2013,1756.54,,11/1/2013,2.804946087,,
11/30/2013,11,30,2013,1805.81,,12/1/2013,2.35628333,,
12/31/2013,12,31,2013,1848.36,,1/1/2014,-3.558289511,,
1/31/2014,1,31,2014,1782.59,,2/1/2014,4.311703757,,
2/28/2014,2,28,2014,1859.45,,3/1/2014,0.693215736,,
3/31/2014,3,31,2014,1872.34,,4/1/2014,0.620079686,,
4/30/2014,4,30,2014,1883.95,,5/1/2014,2.103028212,,
5/31/2014,5,31,2014,1923.57,,6/1/2014,1.905831345,,
6/30/2014,6,30,2014,1960.23,,7/1/2014,-1.507986308,,
7/31/2014,7,31,2014,1930.67,,8/1/2014,3.765532173,,
8/31/2014,8,31,2014,2003.37,,9/1/2014,-1.551385915,,
9/30/2014,9,30,2014,1972.29,,10/1/2014,2.320145618,,
10/31/2014,10,31,2014,2018.05,,11/1/2014,2.45335844,,
11/30/2014,11,30,2014,2067.56,,12/1/2014,-0.418851206,,
12/31/2014,12,31,2014,2058.9,,1/1/2015,-3.104084705,,
1/31/2015,1,31,2015,1994.99,,2/1/2015,5.489250573,,
2/28/2015,2,28,2015,2104.5,,3/1/2015,-1.739605607,,
3/31/2015,3,31,2015,2067.89,,4/1/2015,0.852076271,,
4/30/2015,4,30,2015,2085.51,,5/1/2015,1.049143855,,
5/31/2015,5,31,2015,2107.39,,6/1/2015,-2.101177286,,
6/30/2015,6,30,2015,2063.11,,7/1/2015,1.974203993,,
7/31/2015,7,31,2015,2103.84,,8/1/2015,-6.258080462,,
8/31/2015,8,31,2015,1972.18,,9/1/2015,-2.644281962,,
9/30/2015,9,30,2015,1920.03,,10/1/2015,8.298307839,,
10/31/2015,10,31,2015,2079.36,,11/1/2015,0.050496307,,
11/30/2015,11,30,2015,2080.41,,12/1/2015,-1.753019837,,
12/31/2015,12,31,2015,2043.94,,1/1/2016,-5.073534448,,
1/31/2016,1,31,2016,1940.24,,2/1/2016,-0.412835526,,
2/29/2016,2,29,2016,1932.23,,3/1/2016,6.599110872,,
3/31/2016,3,31,2016,2059.74,,4/1/2016,0.269936982,,
4/30/2016,4,30,2016,2065.3,,5/1/2016,1.532949208,,
5/31/2016,5,31,2016,2096.96,,6/1/2016,0.090607355,,
6/30/2016,6,30,2016,2098.86,,7/1/2016,3.560980723,,
7/31/2016,7,31,2016,2173.6,,8/1/2016,-0.121917556,,
8/31/2016,8,31,2016,2170.95,,9/1/2016,-0.12344826,,
9/30/2016,9,30,2016,2168.27,,10/1/2016,-1.942562504,,
10/31/2016,10,31,2016,2126.15,,11/1/2016,3.417444677,,
11/30/2016,11,30,2016,2198.81,,12/1/2016,1.820075404,,
12/31/2016,12,31,2016,2238.83,,1/1/2017,1.788434137,,
1/31/2017,1,31,2017,2278.87,,2/1/2017,3.719826054,,
2/28/2017,2,28,2017,2363.64,,3/1/2017,-0.038923017,,
3/31/2017,3,31,2017,2362.72,,4/1/2017,0.90912169,,
4/30/2017,4,30,2017,2384.2,,5/1/2017,1.157621005,,
5/31/2017,5,31,2017,2411.8,,6/1/2017,0.481383199,,
6/30/2017,6,30,2017,2423.41,,7/1/2017,1.934876888,,
7/31/2017,7,31,2017,2470.3,,8/1/2017,0.054649233,,
8/31/2017,8,31,2017,2471.65,,9/1/2017,1.930289483,,
9/30/2017,9,30,2017,2519.36,,10/1/2017,2.218817477,,
10/31/2017,10,31,2017,2575.26,,11/1/2017,2.808260137,,
11/30/2017,11,30,2017,2647.58,,12/1/2017,0.983161982,,
12/31/2017,12,31,2017,2673.61,,1/1/2018,5.617872465,,
1/31/2018,1,31,2018,2823.81,,2/1/2018,-3.89473796,,
2/28/2018,2,28,2018,2713.83,,3/1/2018,-2.688451377,,
3/31/2018,3,31,2018,2640.87,,4/1/2018,0.2718801,,
4/30/2018,4,30,2018,2648.05,,5/1/2018,2.160835332,,
5/31/2018,5,31,2018,2705.27,,6/1/2018,0.48424002,,
6/30/2018,6,30,2018,2718.37,,7/1/2018,3.602158647,,
7/31/2018,7,31,2018,2816.29,,8/1/2018,3.026321863,,
8/31/2018,8,31,2018,2901.52,,9/1/2018,0.429430092,,
9/30/2018,9,30,2018,2913.98,,10/1/2018,-6.940335898,,
10/31/2018,10,31,2018,2711.74,,11/1/2018,1.78593818,,
11/30/2018,11,30,2018,2760.17,,12/1/2018,-9.177695577,,
12/31/2018,12,31,2018,2506.85,,1/1/2019,7.868440473,,
1/31/2019,1,31,2019,2704.1,,2/1/2019,2.972893014,,
2/28/2019,2,28,2019,2784.49,,3/1/2019,1.792428775,,
3/31/2019,3,31,2019,2834.4,,4/1/2019,3.931343494,,
4/30/2019,4,30,2019,2945.83,,5/1/2019,-6.577772648,,
5/31/2019,5,31,2019,2752.06,,6/1/2019,6.893018321,,
6/30/2019,6,30,2019,2941.76,,7/1/2019,1.312819537,,
7/31/2019,7,31,2019,2980.38,,8/1/2019,-1.809165274,,
8/31/2019,8,31,2019,2926.46,,9/1/2019,1.718116769,,
9/30/2019,9,30,2019,2976.74,,10/1/2019,2.043174748,,
10/31/2019,10,31,2019,3037.56,,11/1/2019,3.404706409,,
11/30/2019,11,30,2019,3140.98,,12/1/2019,2.858980318,,
12/31/2019,12,31,2019,3230.78,,1/1/2020,-0.162808981,,
1/31/2020,1,31,2020,3225.52,,2/1/2020,-8.411046901,,
2/29/2020,2,29,2020,2954.22,,3/1/2020,-12.51193208,,
3/31/2020,3,31,2020,2584.59,,4/1/2020,12.68441029,,
4/30/2020,4,30,2020,2912.43,,5/1/2020,4.528177501,,
5/31/2020,5,31,2020,3044.31,,6/1/2020,1.838840328,,
6/30/2020,6,30,2020,3100.29,,7/1/2020,5.510129698,,
7/31/2020,7,31,2020,3271.12,,8/1/2020,7.006468732,,
8/31/2020,8,31,2020,3500.31,,9/1/2020,-3.92279541,,
9/30/2020,9,30,2020,3363,,10/1/2020,-2.766577461,,
10/31/2020,10,31,2020,3269.96,,11/1/2020,10.75456581,,
11/30/2020,11,30,2020,3621.63,,12/1/2020,3.712140666,,
12/31/2020,12,31,2020,3756.07,,1/1/2021,-1.113664016,,
1/31/2021,1,31,2021,3714.24,,2/1/2021,2.609147497,,
2/28/2021,2,28,2021,3811.15,,3/1/2021,4.243863401,,
3/31/2021,3,31,2021,3972.89,,4/1/2021,5.242531256,,
4/30/2021,4,30,2021,4181.17,,5/1/2021,0.548650258,,
5/31/2021,5,31,2021,4204.11,,6/1/2021,2.221397632,,
6/30/2021,6,30,2021,4297.5,,7/1/2021,2.274810937,,
7/31/2021,7,31,2021,4395.26,,8/1/2021,2.899032139,,
8/31/2021,8,31,2021,4522.68,,9/1/2021,-4.756914042,,
9/30/2021,9,30,2021,4307.54,,10/1/2021,6.91438733,,
10/31/2021,10,31,2021,4605.38,,11/1/2021,-0.833373142,,
11/30/2021,11,30,2021,4567,,12/1/2021,4.361287497,,
12/31/2021,12,31,2021,4766.18,,1/1/2022,-5.258508911,,
1/31/2022,1,31,2022,4515.55,,2/1/2022,-3.136052087,,
2/28/2022,2,28,2022,4373.94,,3/1/2022,3.577323877,,
3/31/2022,3,31,2022,4530.41,,4/1/2022,-8.795671915,,
4/30/2022,4,30,2022,4131.93,,5/1/2022,0.005324388,,
5/31/2022,5,31,2022,4132.15,,6/1/2022,0.690439602,,
6/7/2022,6,7,2022,4160.68,,7/1/2022,-100,,
